referencedate,area,areaid,daytotal,daydiff,totalvaccinations,totaldistinctpersons,dailydose1,dailydose2,dailydose3,totaldose1,totaldose2,totaldose3
2024-10-29 00:00:00,ΙΘΑΚΗΣ,602,0,0,7040,2500,0,0,0,2500,2417,2225
2024-10-29 00:00:00,ΙΚΑΡΙΑΣ,1101,0,0,18914,6842,0,0,0,6842,6601,5744
2024-10-29 00:00:00,ΙΩΑΝΝΙΝΩΝ,403,0,0,354669,121026,0,0,0,121027,117963,124315
2024-10-29 00:00:00,ΚΑΒΑΛΑΣ,104,26,26,236130,81921,0,0,26,81922,79541,79595
2024-10-29 00:00:00,ΚΑΛΥΜΝΟΥ,1203,0,0,52181,20222,0,0,0,20222,19500,16430
2024-10-29 00:00:00,ΚΑΡΔΙΤΣΑΣ,501,2,2,215377,78121,0,0,2,78121,75100,66243
2024-10-29 00:00:00,ΚΑΡΠΑΘΟΥ,1204,0,0,15614,5724,0,0,0,5724,5438,4683
2024-10-29 00:00:00,ΚΑΣΤΟΡΙΑΣ,302,11,11,96696,34749,0,0,11,34749,33407,31273
2024-10-29 00:00:00,ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,11296,4386,0,0,0,4386,4094,3171
2024-10-29 00:00:00,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,324,324,2682068,921672,1,0,323,921780,879519,953788
2024-10-29 00:00:00,ΚΕΡΚΥΡΑΣ,603,0,0,228567,84176,0,0,0,84176,82278,73281
2024-10-29 00:00:00,ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,77351,28045,0,0,0,28046,27959,25479
2024-10-29 00:00:00,ΚΙΛΚΙΣ,203,0,0,134136,48778,0,0,0,48778,46559,43542
2024-10-29 00:00:00,ΚΟΖΑΝΗΣ,303,9,9,257312,92761,0,0,9,92761,88417,83456
2024-10-29 00:00:00,ΚΟΡΙΝΘΙΑΣ,1003,19,19,278291,98149,0,0,19,98150,94766,91664
2024-10-29 00:00:00,ΚΩ,1206,0,0,85081,33679,0,0,0,33679,33180,25887
2024-10-29 00:00:00,ΛΑΚΩΝΙΑΣ,1004,10,10,158494,57170,0,0,10,57170,56155,51465
2024-10-29 00:00:00,ΛΑΡΙΣΑΣ,502,0,0,511088,182643,0,0,0,182643,173796,164963
2024-10-29 00:00:00,ΛΑΣΙΘΙΟΥ,1302,1,1,176522,65842,0,0,1,65842,64562,55319
2024-10-29 00:00:00,ΛΕΣΒΟΥ,1102,0,0,165334,62293,0,0,0,62293,60631,51323
2024-10-29 00:00:00,ΛΕΥΚΑΔΑΣ,605,0,0,62808,26322,0,0,0,26322,26005,18137
2024-10-29 00:00:00,ΛΗΜΝΟΥ,1103,0,0,37340,13642,0,0,0,13642,13489,12620
2024-10-29 00:00:00,ΜΑΓΝΗΣΙΑΣ,503,0,0,384707,133670,0,0,0,133671,129625,128237
2024-10-29 00:00:00,ΜΕΣΣΗΝΙΑΣ,1005,24,24,312224,109794,0,0,24,109794,107671,102694
2024-10-29 00:00:00,ΜΗΛΟΥ,1207,0,0,28362,10631,0,0,0,10631,10264,8407
2024-10-29 00:00:00,ΜΥΚΟΝΟΥ,1208,1,1,36401,17711,0,0,1,17711,17559,9327
2024-10-29 00:00:00,ΝΑΞΟΥ,1209,0,0,41745,16709,0,0,0,16709,16007,11776
2024-10-29 00:00:00,ΝΗΣΩΝ,906,10,10,168737,67010,1,0,9,67011,64331,53015
2024-10-29 00:00:00,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,232,232,996034,368199,0,0,232,368204,342254,293960
2024-10-29 00:00:00,ΞΑΝΘΗΣ,105,0,0,201418,74294,0,0,0,74294,71641,60942
2024-10-29 00:00:00,ΠΑΡΟΥ,1210,0,0,39557,16453,0,0,0,16453,16803,12389
2024-10-29 00:00:00,ΠΕΙΡΑΙΩΣ,908,57,57,687099,230427,0,0,57,230427,219898,252624
2024-10-29 00:00:00,ΠΕΛΛΑΣ,204,10,10,254456,94016,0,0,10,94020,89931,77103
2024-10-29 00:00:00,ΠΙΕΡΙΑΣ,205,0,0,233157,84564,0,0,0,84564,80926,72251
2024-10-29 00:00:00,ΠΡΕΒΕΖΑΣ,404,5,5,124987,41735,0,0,5,41735,41483,44970
2024-10-29 00:00:00,ΡΕΘΥΜΝΟΥ,1303,18,18,167357,62209,0,0,18,62209,59743,50991
2024-10-29 00:00:00,ΡΟΔΟΠΗΣ,106,0,0,208565,75485,0,0,0,75485,74063,65672
2024-10-29 00:00:00,ΡΟΔΟΥ,1211,0,0,255130,98303,0,0,0,98303,96604,83274
2024-10-29 00:00:00,ΣΑΜΟΥ,1104,7,7,64042,24020,2,0,5,24020,23663,19934
2024-10-29 00:00:00,ΣΕΡΡΩΝ,206,0,0,294547,99717,0,0,0,99718,95907,104356
2024-10-29 00:00:00,ΣΠΟΡΑΔΩΝ,504,0,0,29080,11090,0,0,0,11090,10860,8692
2024-10-29 00:00:00,ΣΥΡΟΥ,1212,0,0,50273,19816,0,0,0,19816,20373,16766
2024-10-29 00:00:00,ΤΗΝΟΥ,1213,0,0,20908,7419,0,0,0,7419,7328,7027
2024-10-29 00:00:00,ΤΡΙΚΑΛΩΝ,505,20,20,249392,84636,0,0,20,84636,83896,85908
2024-10-29 00:00:00,ΦΘΙΩΤΙΔΑΣ,804,13,13,283874,97927,0,0,13,97927,95857,94987
2024-10-29 00:00:00,ΦΛΩΡΙΝΑΣ,304,9,9,96463,35097,0,0,9,35097,33608,30180
2024-10-29 00:00:00,ΦΩΚΙΔΑΣ,805,0,0,55776,21070,0,0,0,21070,20237,16738
2024-10-29 00:00:00,ΧΑΛΚΙΔΙΚΗΣ,207,0,0,206133,74092,0,0,0,74092,72052,64727
2024-10-29 00:00:00,ΧΑΝΙΩΝ,1304,24,24,340892,125413,0,0,24,125414,120549,101559
2024-10-29 00:00:00,ΧΙΟΥ,1105,11,11,117606,42865,0,0,11,42867,42105,40931
2024-10-30 00:00:00,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,20,20,353667,126781,0,0,20,126781,121995,112512
2024-10-30 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,-38,663924,198751,0,0,0,198755,193303,280282
2024-10-30 00:00:00,ΑΝΔΡΟΥ,1201,0,0,20499,7498,0,0,0,7498,7240,6307
2024-10-30 00:00:00,ΑΡΓΟΛΙΔΑΣ,1001,0,-6,204881,76366,0,0,0,76366,74845,62385
2024-10-30 00:00:00,ΑΡΚΑΔΙΑΣ,1002,0,0,152832,53636,0,0,0,53636,51560,51697
2024-10-30 00:00:00,ΑΡΤΑΣ,401,0,0,129384,46476,0,0,0,46476,45987,42211
2024-10-30 00:00:00,ΑΧΑΪΑΣ,702,22,20,616467,224609,0,0,22,224609,214289,191609
2024-10-30 00:00:00,ΒΟΙΩΤΙΑΣ,801,0,0,245227,90585,0,0,0,90586,85411,76840
2024-10-30 00:00:00,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,4,-324,2199587,728973,0,0,4,728983,710849,795699
2024-10-30 00:00:00,ΓΡΕΒΕΝΩΝ,301,0,0,58222,21066,0,0,0,21066,19781,19833
2024-10-30 00:00:00,ΔΡΑΜΑΣ,101,37,37,161219,57779,0,0,37,57779,55931,52476
2024-10-30 00:00:00,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,184238,64776,0,0,0,64777,60622,58888
2024-10-30 00:00:00,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,0,0,1330966,487876,0,0,0,487879,463109,393567
2024-10-30 00:00:00,ΕΒΡΟΥ,102,0,0,277045,97935,0,0,0,97938,94865,91977
2024-10-30 00:00:00,ΕΥΒΟΙΑΣ,802,5,5,398675,143069,0,0,5,143072,140244,126125
2024-10-30 00:00:00,ΕΥΡΥΤΑΝΙΑΣ,803,0,0,25175,9816,0,0,0,9816,9348,7470
2024-10-30 00:00:00,ΖΑΚΥΝΘΟΥ,601,0,0,89180,35205,0,0,0,35206,34474,25231
2024-10-30 00:00:00,ΗΛΕΙΑΣ,703,4,-5,268171,97983,0,0,4,97984,94944,82492
2024-10-30 00:00:00,ΗΜΑΘΙΑΣ,201,20,20,236310,83845,0,0,20,83845,80579,78081
2024-10-30 00:00:00,ΗΡΑΚΛΕΙΟΥ,1301,0,-48,631607,220552,0,0,0,220555,215948,207283
2024-10-30 00:00:00,ΘΑΣΟΥ,103,0,0,31559,12452,0,0,0,12453,12160,9834
2024-10-30 00:00:00,ΘΕΣΠΡΩΤΙΑΣ,402,5,5,102363,37918,0,0,5,37918,36344,31071
2024-10-30 00:00:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,202,0,0,2233275,772893,0,0,0,772902,740540,755573
2024-10-30 00:00:00,ΘΗΡΑΣ,1202,0,0,59992,26404,0,0,0,26404,26118,15900
2024-10-30 00:00:00,ΙΘΑΚΗΣ,602,4,4,7044,2500,0,0,4,2500,2417,2229
2024-10-30 00:00:00,ΙΚΑΡΙΑΣ,1101,0,0,18914,6842,0,0,0,6842,6601,5744
2024-10-30 00:00:00,ΙΩΑΝΝΙΝΩΝ,403,40,40,354709,121026,0,0,40,121027,117963,124355
2024-10-30 00:00:00,ΚΑΒΑΛΑΣ,104,0,-26,236130,81921,0,0,0,81922,79541,79595
2024-10-30 00:00:00,ΚΑΛΥΜΝΟΥ,1203,0,0,52181,20222,0,0,0,20222,19500,16430
2024-10-30 00:00:00,ΚΑΡΔΙΤΣΑΣ,501,0,-2,215377,78121,0,0,0,78121,75100,66243
2024-10-30 00:00:00,ΚΑΡΠΑΘΟΥ,1204,0,0,15614,5724,0,0,0,5724,5438,4683
2024-10-30 00:00:00,ΚΑΣΤΟΡΙΑΣ,302,0,-11,96696,34749,0,0,0,34749,33407,31273
2024-10-30 00:00:00,ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,11296,4386,0,0,0,4386,4094,3171
2024-10-30 00:00:00,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,6,-318,2682074,921672,0,0,6,921780,879519,953794
2024-10-30 00:00:00,ΚΕΡΚΥΡΑΣ,603,0,0,228567,84176,0,0,0,84176,82278,73281
2024-10-30 00:00:00,ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,77351,28045,0,0,0,28046,27959,25479
2024-10-30 00:00:00,ΚΙΛΚΙΣ,203,0,0,134136,48778,0,0,0,48778,46559,43542
2024-10-30 00:00:00,ΚΟΖΑΝΗΣ,303,0,-9,257312,92761,0,0,0,92761,88417,83456
2024-10-30 00:00:00,ΚΟΡΙΝΘΙΑΣ,1003,18,-1,278309,98149,0,0,18,98150,94766,91682
2024-10-30 00:00:00,ΚΩ,1206,0,0,85081,33679,0,0,0,33679,33180,25887
2024-10-30 00:00:00,ΛΑΚΩΝΙΑΣ,1004,1,-9,158495,57170,0,0,1,57170,56155,51466
2024-10-30 00:00:00,ΛΑΡΙΣΑΣ,502,0,0,511088,182643,0,0,0,182643,173796,164963
2024-10-30 00:00:00,ΛΑΣΙΘΙΟΥ,1302,5,4,176527,65842,0,0,5,65842,64562,55324
2024-10-30 00:00:00,ΛΕΣΒΟΥ,1102,5,5,165339,62293,0,0,5,62293,60631,51328
2024-10-30 00:00:00,ΛΕΥΚΑΔΑΣ,605,0,0,62808,26322,0,0,0,26322,26005,18137
2024-10-30 00:00:00,ΛΗΜΝΟΥ,1103,0,0,37340,13642,0,0,0,13642,13489,12620
2024-10-30 00:00:00,ΜΑΓΝΗΣΙΑΣ,503,7,7,384714,133670,0,0,7,133671,129625,128244
2024-10-30 00:00:00,ΜΕΣΣΗΝΙΑΣ,1005,6,-18,312230,109795,1,0,5,109795,107671,102699
2024-10-30 00:00:00,ΜΗΛΟΥ,1207,0,0,28362,10631,0,0,0,10631,10264,8407
2024-10-30 00:00:00,ΜΥΚΟΝΟΥ,1208,0,-1,36401,17711,0,0,0,17711,17559,9327
2024-10-30 00:00:00,ΝΑΞΟΥ,1209,0,0,41745,16709,0,0,0,16709,16007,11776
2024-10-30 00:00:00,ΝΗΣΩΝ,906,1,-9,168738,67010,0,0,1,67011,64331,53016
2024-10-30 00:00:00,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,-232,996034,368199,0,0,0,368204,342254,293960
2024-10-30 00:00:00,ΞΑΝΘΗΣ,105,0,0,201418,74294,0,0,0,74294,71641,60942
2024-10-30 00:00:00,ΠΑΡΟΥ,1210,0,0,39557,16453,0,0,0,16453,16803,12389
2024-10-30 00:00:00,ΠΕΙΡΑΙΩΣ,908,7,-50,687106,230427,0,0,7,230427,219898,252631
2024-10-30 00:00:00,ΠΕΛΛΑΣ,204,0,-10,254456,94016,0,0,0,94020,89931,77103
2024-10-30 00:00:00,ΠΙΕΡΙΑΣ,205,0,0,233157,84564,0,0,0,84564,80926,72251
2024-10-30 00:00:00,ΠΡΕΒΕΖΑΣ,404,0,-5,124987,41735,0,0,0,41735,41483,44970
2024-10-30 00:00:00,ΡΕΘΥΜΝΟΥ,1303,0,-18,167357,62209,0,0,0,62209,59743,50991
2024-10-30 00:00:00,ΡΟΔΟΠΗΣ,106,0,0,208565,75485,0,0,0,75485,74063,65672
2024-10-30 00:00:00,ΡΟΔΟΥ,1211,0,0,255130,98303,0,0,0,98303,96604,83274
2024-10-30 00:00:00,ΣΑΜΟΥ,1104,0,-7,64042,24020,0,0,0,24020,23663,19934
2024-10-30 00:00:00,ΣΕΡΡΩΝ,206,0,0,294547,99717,0,0,0,99718,95907,104356
2024-10-30 00:00:00,ΣΠΟΡΑΔΩΝ,504,2,2,29082,11090,0,0,2,11090,10860,8694
2024-10-30 00:00:00,ΣΥΡΟΥ,1212,0,0,50273,19816,0,0,0,19816,20373,16766
2024-10-30 00:00:00,ΤΗΝΟΥ,1213,6,6,20914,7419,0,0,6,7419,7328,7033
2024-10-30 00:00:00,ΤΡΙΚΑΛΩΝ,505,0,-20,249392,84636,0,0,0,84636,83896,85908
2024-10-30 00:00:00,ΦΘΙΩΤΙΔΑΣ,804,0,-13,283874,97927,0,0,0,97927,95857,94987
2024-10-30 00:00:00,ΦΛΩΡΙΝΑΣ,304,0,-9,96463,35097,0,0,0,35097,33608,30180
2024-10-30 00:00:00,ΦΩΚΙΔΑΣ,805,0,0,55776,21070,0,0,0,21070,20237,16738
2024-10-30 00:00:00,ΧΑΛΚΙΔΙΚΗΣ,207,0,0,206133,74092,0,0,0,74092,72052,64727
2024-10-30 00:00:00,ΧΑΝΙΩΝ,1304,0,-24,340892,125413,0,0,0,125414,120549,101559
2024-10-30 00:00:00,ΧΙΟΥ,1105,0,-11,117606,42865,0,0,0,42867,42105,40931
2024-10-31 00:00:00,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,-20,353667,126781,0,0,0,126781,121995,112512
2024-10-31 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,0,0,663924,198751,0,0,0,198755,193303,280282
2024-10-31 00:00:00,ΑΝΔΡΟΥ,1201,0,0,20499,7498,0,0,0,7498,7240,6307
2024-10-31 00:00:00,ΑΡΓΟΛΙΔΑΣ,1001,8,8,204889,76366,0,0,8,76366,74845,62393
2024-10-31 00:00:00,ΑΡΚΑΔΙΑΣ,1002,4,4,152836,53636,0,0,4,53636,51560,51701
2024-10-31 00:00:00,ΑΡΤΑΣ,401,19,19,129403,46476,0,0,19,46476,45987,42230
2024-10-31 00:00:00,ΑΧΑΪΑΣ,702,0,-22,616467,224609,0,0,0,224609,214289,191609
2024-10-31 00:00:00,ΒΟΙΩΤΙΑΣ,801,2,2,245229,90585,0,0,2,90586,85411,76842
2024-10-31 00:00:00,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,0,-4,2199587,728973,0,0,0,728983,710849,795699
2024-10-31 00:00:00,ΓΡΕΒΕΝΩΝ,301,9,9,58231,21066,0,0,9,21066,19781,19842
2024-10-31 00:00:00,ΔΡΑΜΑΣ,101,0,-37,161219,57779,0,0,0,57779,55931,52476
2024-10-31 00:00:00,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,184238,64776,0,0,0,64777,60622,58888
2024-10-31 00:00:00,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,0,0,1330966,487876,0,0,0,487879,463109,393567
2024-10-31 00:00:00,ΕΒΡΟΥ,102,25,25,277070,97936,1,0,24,97939,94865,92001
2024-10-31 00:00:00,ΕΥΒΟΙΑΣ,802,0,-5,398675,143069,0,0,0,143072,140244,126125
2024-10-31 00:00:00,ΕΥΡΥΤΑΝΙΑΣ,803,0,0,25175,9816,0,0,0,9816,9348,7470
2024-10-31 00:00:00,ΖΑΚΥΝΘΟΥ,601,3,3,89183,35205,0,0,3,35206,34474,25234
2024-10-31 00:00:00,ΗΛΕΙΑΣ,703,0,-4,268171,97983,0,0,0,97984,94944,82492
2024-10-31 00:00:00,ΗΜΑΘΙΑΣ,201,0,-20,236310,83845,0,0,0,83845,80579,78081
2024-10-31 00:00:00,ΗΡΑΚΛΕΙΟΥ,1301,3,3,631610,220552,0,0,3,220555,215948,207286
2024-10-31 00:00:00,ΘΑΣΟΥ,103,0,0,31559,12452,0,0,0,12453,12160,9834
2024-10-31 00:00:00,ΘΕΣΠΡΩΤΙΑΣ,402,0,-5,102363,37918,0,0,0,37918,36344,31071
2024-10-31 00:00:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,202,14,14,2233289,772893,0,0,14,772902,740540,755587
2024-10-31 00:00:00,ΘΗΡΑΣ,1202,1,1,59993,26404,0,0,1,26404,26118,15901
2024-10-31 00:00:00,ΙΘΑΚΗΣ,602,0,-4,7044,2500,0,0,0,2500,2417,2229
2024-10-31 00:00:00,ΙΚΑΡΙΑΣ,1101,0,0,18914,6842,0,0,0,6842,6601,5744
2024-10-31 00:00:00,ΙΩΑΝΝΙΝΩΝ,403,0,-40,354709,121026,0,0,0,121027,117963,124355
2024-10-31 00:00:00,ΚΑΒΑΛΑΣ,104,0,0,236130,81921,0,0,0,81922,79541,79595
2024-10-31 00:00:00,ΚΑΛΥΜΝΟΥ,1203,0,0,52181,20222,0,0,0,20222,19500,16430
2024-10-31 00:00:00,ΚΑΡΔΙΤΣΑΣ,501,19,19,215396,78121,0,0,19,78121,75100,66262
2024-10-31 00:00:00,ΚΑΡΠΑΘΟΥ,1204,0,0,15614,5724,0,0,0,5724,5438,4683
2024-10-31 00:00:00,ΚΑΣΤΟΡΙΑΣ,302,0,0,96696,34749,0,0,0,34749,33407,31273
2024-10-31 00:00:00,ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,11296,4386,0,0,0,4386,4094,3171
2024-10-31 00:00:00,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1,-5,2682075,921672,0,0,1,921780,879519,953795
2024-10-31 00:00:00,ΚΕΡΚΥΡΑΣ,603,0,0,228567,84176,0,0,0,84176,82278,73281
2024-10-31 00:00:00,ΚΕΦΑΛΛΗΝΙΑΣ,604,20,20,77371,28045,0,0,20,28046,27959,25499
2024-10-31 00:00:00,ΚΙΛΚΙΣ,203,14,14,134150,48778,0,0,14,48778,46559,43556
2024-10-31 00:00:00,ΚΟΖΑΝΗΣ,303,0,0,257312,92761,0,0,0,92761,88417,83456
2024-10-31 00:00:00,ΚΟΡΙΝΘΙΑΣ,1003,0,-18,278309,98149,0,0,0,98150,94766,91682
2024-10-31 00:00:00,ΚΩ,1206,0,0,85081,33679,0,0,0,33679,33180,25887
2024-10-31 00:00:00,ΛΑΚΩΝΙΑΣ,1004,0,-1,158495,57170,0,0,0,57170,56155,51466
2024-10-31 00:00:00,ΛΑΡΙΣΑΣ,502,3,3,511091,182643,0,0,3,182643,173796,164966
2024-10-31 00:00:00,ΛΑΣΙΘΙΟΥ,1302,19,14,176546,65842,0,0,19,65842,64562,55343
2024-10-31 00:00:00,ΛΕΣΒΟΥ,1102,0,-5,165339,62293,0,0,0,62293,60631,51328
2024-10-31 00:00:00,ΛΕΥΚΑΔΑΣ,605,4,4,62812,26322,0,0,4,26322,26005,18141
2024-10-31 00:00:00,ΛΗΜΝΟΥ,1103,2,2,37342,13642,0,0,2,13642,13489,12622
2024-10-31 00:00:00,ΜΑΓΝΗΣΙΑΣ,503,0,-7,384714,133670,0,0,0,133671,129625,128244
2024-10-31 00:00:00,ΜΕΣΣΗΝΙΑΣ,1005,0,-6,312230,109795,0,0,0,109795,107671,102699
2024-10-31 00:00:00,ΜΗΛΟΥ,1207,0,0,28362,10631,0,0,0,10631,10264,8407
2024-10-31 00:00:00,ΜΥΚΟΝΟΥ,1208,0,0,36401,17711,0,0,0,17711,17559,9327
2024-10-31 00:00:00,ΝΑΞΟΥ,1209,8,8,41753,16709,0,0,8,16709,16007,11784
2024-10-31 00:00:00,ΝΗΣΩΝ,906,12,11,168750,67010,0,0,12,67011,64331,53028
2024-10-31 00:00:00,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,996034,368199,0,0,0,368204,342254,293960
2024-10-31 00:00:00,ΞΑΝΘΗΣ,105,21,21,201439,74294,0,0,21,74294,71641,60963
2024-10-31 00:00:00,ΠΑΡΟΥ,1210,4,4,39561,16453,0,0,4,16453,16803,12393
2024-10-31 00:00:00,ΠΕΙΡΑΙΩΣ,908,0,-7,687106,230427,0,0,0,230427,219898,252631
2024-10-31 00:00:00,ΠΕΛΛΑΣ,204,8,8,254464,94016,0,0,8,94020,89931,77111
2024-10-31 00:00:00,ΠΙΕΡΙΑΣ,205,16,16,233173,84564,0,0,16,84564,80926,72267
2024-10-31 00:00:00,ΠΡΕΒΕΖΑΣ,404,0,0,124987,41735,0,0,0,41735,41483,44970
2024-10-31 00:00:00,ΡΕΘΥΜΝΟΥ,1303,0,0,167357,62209,0,0,0,62209,59743,50991
2024-10-31 00:00:00,ΡΟΔΟΠΗΣ,106,0,0,208565,75485,0,0,0,75485,74063,65672
2024-10-31 00:00:00,ΡΟΔΟΥ,1211,0,0,255130,98303,0,0,0,98303,96604,83274
2024-10-31 00:00:00,ΣΑΜΟΥ,1104,7,7,64049,24020,0,0,7,24020,23663,19941
2024-10-31 00:00:00,ΣΕΡΡΩΝ,206,27,27,294574,99717,0,0,27,99718,95907,104383
2024-10-31 00:00:00,ΣΠΟΡΑΔΩΝ,504,0,-2,29082,11090,0,0,0,11090,10860,8694
2024-10-31 00:00:00,ΣΥΡΟΥ,1212,0,0,50273,19816,0,0,0,19816,20373,16766
2024-10-31 00:00:00,ΤΗΝΟΥ,1213,0,-6,20914,7419,0,0,0,7419,7328,7033
2024-10-31 00:00:00,ΤΡΙΚΑΛΩΝ,505,0,0,249392,84636,0,0,0,84636,83896,85908
2024-10-31 00:00:00,ΦΘΙΩΤΙΔΑΣ,804,0,0,283874,97927,0,0,0,97927,95857,94987
2024-10-31 00:00:00,ΦΛΩΡΙΝΑΣ,304,0,0,96463,35097,0,0,0,35097,33608,30180
2024-10-31 00:00:00,ΦΩΚΙΔΑΣ,805,6,6,55782,21070,0,0,6,21070,20237,16744
2024-10-31 00:00:00,ΧΑΛΚΙΔΙΚΗΣ,207,0,0,206133,74092,0,0,0,74092,72052,64727
2024-10-31 00:00:00,ΧΑΝΙΩΝ,1304,0,0,340892,125413,0,0,0,125414,120549,101559
2024-10-31 00:00:00,ΧΙΟΥ,1105,0,0,117606,42865,0,0,0,42867,42105,40931
2024-11-01 00:00:00,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,0,0,353667,126781,0,0,0,126781,121995,112512
2024-11-01 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,43,43,663967,198751,0,0,43,198755,193303,280325
2024-11-01 00:00:00,ΑΝΔΡΟΥ,1201,0,0,20499,7498,0,0,0,7498,7240,6307
2024-11-01 00:00:00,ΑΡΓΟΛΙΔΑΣ,1001,0,-8,204889,76366,0,0,0,76366,74845,62393
2024-11-01 00:00:00,ΑΡΚΑΔΙΑΣ,1002,0,-4,152836,53636,0,0,0,53636,51560,51701
2024-11-01 00:00:00,ΑΡΤΑΣ,401,0,-19,129403,46476,0,0,0,46476,45987,42230
2024-11-01 00:00:00,ΑΧΑΪΑΣ,702,51,51,616518,224609,0,0,51,224609,214289,191660
2024-11-01 00:00:00,ΒΟΙΩΤΙΑΣ,801,5,3,245234,90585,0,0,5,90586,85411,76847
2024-11-01 00:00:00,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,226,226,2199813,728977,4,0,222,728987,710849,795921
2024-11-01 00:00:00,ΓΡΕΒΕΝΩΝ,301,0,-9,58231,21066,0,0,0,21066,19781,19842
2024-11-01 00:00:00,ΔΡΑΜΑΣ,101,0,0,161219,57779,0,0,0,57779,55931,52476
2024-11-01 00:00:00,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,0,0,184238,64776,0,0,0,64777,60622,58888
2024-11-01 00:00:00,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,7,7,1330973,487876,0,0,7,487879,463109,393574
2024-11-01 00:00:00,ΕΒΡΟΥ,102,5,-20,277075,97936,0,0,5,97939,94865,92006
2024-11-01 00:00:00,ΕΥΒΟΙΑΣ,802,58,58,398733,143069,0,0,58,143072,140244,126183
2024-11-01 00:00:00,ΕΥΡΥΤΑΝΙΑΣ,803,0,0,25175,9816,0,0,0,9816,9348,7470
2024-11-01 00:00:00,ΖΑΚΥΝΘΟΥ,601,0,-3,89183,35205,0,0,0,35206,34474,25234
2024-11-01 00:00:00,ΗΛΕΙΑΣ,703,0,0,268171,97983,0,0,0,97984,94944,82492
2024-11-01 00:00:00,ΗΜΑΘΙΑΣ,201,0,0,236310,83845,0,0,0,83845,80579,78081
2024-11-01 00:00:00,ΗΡΑΚΛΕΙΟΥ,1301,0,-3,631610,220552,0,0,0,220555,215948,207286
2024-11-01 00:00:00,ΘΑΣΟΥ,103,2,2,31561,12452,0,0,2,12453,12160,9836
2024-11-01 00:00:00,ΘΕΣΠΡΩΤΙΑΣ,402,0,0,102363,37918,0,0,0,37918,36344,31071
2024-11-01 00:00:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,202,111,97,2233400,772894,1,0,110,772903,740540,755697
2024-11-01 00:00:00,ΘΗΡΑΣ,1202,0,-1,59993,26404,0,0,0,26404,26118,15901
2024-11-01 00:00:00,ΙΘΑΚΗΣ,602,0,0,7044,2500,0,0,0,2500,2417,2229
2024-11-01 00:00:00,ΙΚΑΡΙΑΣ,1101,0,0,18914,6842,0,0,0,6842,6601,5744
2024-11-01 00:00:00,ΙΩΑΝΝΙΝΩΝ,403,16,16,354725,121026,0,0,16,121027,117963,124371
2024-11-01 00:00:00,ΚΑΒΑΛΑΣ,104,0,0,236130,81921,0,0,0,81922,79541,79595
2024-11-01 00:00:00,ΚΑΛΥΜΝΟΥ,1203,0,0,52181,20222,0,0,0,20222,19500,16430
2024-11-01 00:00:00,ΚΑΡΔΙΤΣΑΣ,501,0,-19,215396,78121,0,0,0,78121,75100,66262
2024-11-01 00:00:00,ΚΑΡΠΑΘΟΥ,1204,0,0,15614,5724,0,0,0,5724,5438,4683
2024-11-01 00:00:00,ΚΑΣΤΟΡΙΑΣ,302,0,0,96696,34749,0,0,0,34749,33407,31273
2024-11-01 00:00:00,ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,11296,4386,0,0,0,4386,4094,3171
